Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,4.600218872343196,4.868377729484896,4.502604471296495,4.541874408721924,865797287,0.0,0.0
1996-01-08 00:00:00+05:30,4.532899015482952,4.536264667883931,4.078486790238202,4.209761619567871,1636681105,0.0,0.0
1996-01-15 00:00:00+05:30,4.197418487886813,4.218736580038255,3.802473190778421,3.8282790184021,1418897163,0.0,0.0
1996-01-22 00:00:00+05:30,3.840621240183274,3.943845447103257,3.4277235133978223,3.4490416049957275,1405574771,0.0,0.0
1996-01-29 00:00:00+05:30,3.433334204035023,4.622659704202548,3.412016704568262,4.573291301727295,3905547781,0.0,0.0
1996-02-05 00:00:00+05:30,4.824619544029318,5.430501672208622,4.242299079029903,5.318301677703857,5176334332,0.0,0.0
1996-02-12 00:00:00+05:30,5.183660250896422,5.496698813328469,4.894183047606699,5.111851692199707,3807876841,0.0,0.0
1996-02-19 00:00:00+05:30,5.206101153383657,5.27790972625417,4.824619608518508,5.09390115737915,2317016627,0.0,0.0
1996-02-26 00:00:00+05:30,5.150000089036329,5.25659085480113,4.679880853690153,4.780860900878906,2936348947,0.0,0.0
1996-03-04 00:00:00+05:30,4.802179224932055,5.054630403995776,4.67651482716552,4.917746067047119,2718500585,0.0,0.0
1996-03-11 00:00:00+05:30,4.84706064172611,5.340742899525158,4.827987009495034,4.930089473724365,3231874156,0.0,0.0
1996-03-18 00:00:00+05:30,4.8795982512736495,4.891939975435251,4.319717942685345,4.54075288772583,3049896684,0.0,0.0
1996-03-25 00:00:00+05:30,4.599096627825428,4.729248758404791,4.342157419265409,4.641732215881348,2052144262,0.0,0.0
1996-04-01 00:00:00+05:30,4.661928093122021,4.856035385993233,4.622658160710793,4.681002616882324,1153807733,0.0,0.0
1996-04-08 00:00:00+05:30,4.740469002421142,4.880719587676942,4.686613175687,4.84257173538208,1390989180,0.0,0.0
1996-04-15 00:00:00+05:30,4.936819864323915,5.6212427714981965,4.926722008622032,5.510164260864258,2619726097,0.0,0.0
1996-04-22 00:00:00+05:30,5.56514335362659,5.890524931752088,5.217321894024929,5.485480785369873,2935766364,0.0,0.0
1996-04-29 00:00:00+05:30,5.430502544619712,6.056581683483318,5.335132593909842,5.838912963867188,2346411877,0.0,0.0
