Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-05 09:15:00+05:30,873.8499755859375,873.8499755859375,863.9000244140625,869.2000122070312,0,0.0,0.0
2026-03-05 09:20:00+05:30,869.4000244140625,871.5999755859375,868.5499877929688,870.7999877929688,470217,0.0,0.0
2026-03-05 09:25:00+05:30,871.0,872.5,868.2999877929688,868.2999877929688,515026,0.0,0.0
2026-03-05 09:30:00+05:30,868.5999755859375,869.0,866.25,866.7999877929688,346108,0.0,0.0
2026-03-05 09:35:00+05:30,867.0,867.0,865.4500122070312,866.8499755859375,210330,0.0,0.0
2026-03-05 09:40:00+05:30,866.8499755859375,869.75,866.0999755859375,869.5999755859375,196293,0.0,0.0
2026-03-05 09:45:00+05:30,869.7000122070312,870.3499755859375,868.7000122070312,869.5999755859375,368541,0.0,0.0
2026-03-05 09:50:00+05:30,869.7000122070312,869.7999877929688,868.25,868.7000122070312,208944,0.0,0.0
2026-03-05 09:55:00+05:30,868.7000122070312,868.7000122070312,866.7000122070312,867.0,281201,0.0,0.0
2026-03-05 10:00:00+05:30,867.0,867.7000122070312,866.2999877929688,866.8499755859375,304345,0.0,0.0
2026-03-05 10:05:00+05:30,866.8499755859375,869.7999877929688,866.7999877929688,869.5499877929688,108783,0.0,0.0
2026-03-05 10:10:00+05:30,869.5499877929688,869.7999877929688,868.7999877929688,869.5499877929688,133690,0.0,0.0
2026-03-05 10:15:00+05:30,869.7000122070312,869.7999877929688,869.1500244140625,869.2999877929688,157847,0.0,0.0
2026-03-05 10:20:00+05:30,869.2999877929688,869.4500122070312,868.2000122070312,868.7999877929688,207451,0.0,0.0
2026-03-05 10:25:00+05:30,868.75,868.75,866.9000244140625,868.5,522761,0.0,0.0
2026-03-05 10:30:00+05:30,868.5,869.5499877929688,868.2000122070312,869.3499755859375,108097,0.0,0.0
2026-03-05 10:35:00+05:30,869.4000244140625,870.7999877929688,869.0,870.7000122070312,143589,0.0,0.0
2026-03-05 10:40:00+05:30,870.7000122070312,871.2999877929688,870.0,871.25,130987,0.0,0.0
2026-03-05 10:45:00+05:30,871.25,871.4000244140625,870.4000244140625,870.4000244140625,171253,0.0,0.0
2026-03-05 10:50:00+05:30,870.4000244140625,871.0999755859375,870.0999755859375,871.0999755859375,88267,0.0,0.0
2026-03-05 10:55:00+05:30,871.0999755859375,875.0,871.0999755859375,874.5,694601,0.0,0.0
2026-03-05 11:00:00+05:30,874.5,875.5,874.2000122070312,875.2999877929688,230770,0.0,0.0
2026-03-05 11:05:00+05:30,875.4000244140625,876.0,874.7999877929688,875.0,217193,0.0,0.0
2026-03-05 11:10:00+05:30,875.0,875.5499877929688,874.4500122070312,875.3499755859375,158082,0.0,0.0
2026-03-05 11:15:00+05:30,875.25,875.5,873.8499755859375,874.7000122070312,175870,0.0,0.0
2026-03-05 11:20:00+05:30,874.7000122070312,874.75,872.6500244140625,873.25,216090,0.0,0.0
2026-03-05 11:25:00+05:30,873.1500244140625,874.2999877929688,873.0,873.4000244140625,112098,0.0,0.0
2026-03-05 11:30:00+05:30,873.2999877929688,873.2999877929688,871.5,872.0999755859375,109338,0.0,0.0
2026-03-05 11:35:00+05:30,872.1500244140625,872.25,870.5,871.75,1055865,0.0,0.0
2026-03-05 11:40:00+05:30,871.9000244140625,872.2999877929688,870.75,870.7999877929688,266532,0.0,0.0
2026-03-05 11:45:00+05:30,870.75,870.9500122070312,869.5,869.5999755859375,300353,0.0,0.0
2026-03-05 11:50:00+05:30,869.5499877929688,870.8499755859375,868.5999755859375,870.7999877929688,461565,0.0,0.0
2026-03-05 11:55:00+05:30,870.7000122070312,871.2999877929688,869.3499755859375,870.9500122070312,178075,0.0,0.0
2026-03-05 12:00:00+05:30,871.0499877929688,871.9000244140625,870.9000244140625,871.8499755859375,644596,0.0,0.0
2026-03-05 12:05:00+05:30,871.8499755859375,872.2999877929688,869.7999877929688,870.7000122070312,920567,0.0,0.0
2026-03-05 12:10:00+05:30,870.7999877929688,871.7999877929688,870.0999755859375,871.0,226567,0.0,0.0
2026-03-05 12:15:00+05:30,870.9500122070312,870.9500122070312,869.7999877929688,870.25,141838,0.0,0.0
2026-03-05 12:20:00+05:30,870.2000122070312,871.9000244140625,870.2000122070312,870.9500122070312,185234,0.0,0.0
2026-03-05 12:25:00+05:30,870.9500122070312,872.6500244140625,870.4500122070312,872.3499755859375,151185,0.0,0.0
2026-03-05 12:30:00+05:30,872.2999877929688,872.9500122070312,871.9000244140625,872.9500122070312,59378,0.0,0.0
2026-03-05 12:35:00+05:30,872.7999877929688,872.9000244140625,871.9500122070312,872.7000122070312,56179,0.0,0.0
2026-03-05 12:40:00+05:30,872.5999755859375,873.0999755859375,872.25,872.25,88646,0.0,0.0
2026-03-05 12:45:00+05:30,872.4500122070312,873.3499755859375,872.25,873.25,111938,0.0,0.0
2026-03-05 12:50:00+05:30,873.2999877929688,874.7999877929688,872.9000244140625,874.6500244140625,266281,0.0,0.0
2026-03-05 12:55:00+05:30,874.6500244140625,874.7999877929688,874.0,874.5,68922,0.0,0.0
2026-03-05 13:00:00+05:30,874.4500122070312,874.7999877929688,873.5,873.9000244140625,81708,0.0,0.0
2026-03-05 13:05:00+05:30,873.9000244140625,874.25,873.6500244140625,874.25,127412,0.0,0.0
2026-03-05 13:10:00+05:30,874.25,875.0,873.7999877929688,873.9500122070312,161243,0.0,0.0
2026-03-05 13:15:00+05:30,873.9500122070312,874.0999755859375,873.0999755859375,873.2000122070312,78012,0.0,0.0
2026-03-05 13:20:00+05:30,873.1500244140625,873.6500244140625,873.0,873.0,167765,0.0,0.0
2026-03-05 13:25:00+05:30,873.1500244140625,873.75,872.7999877929688,873.5,265698,0.0,0.0
2026-03-05 13:30:00+05:30,873.5,873.75,871.0999755859375,871.75,581902,0.0,0.0
2026-03-05 13:35:00+05:30,871.7000122070312,871.7999877929688,870.0999755859375,871.0,363303,0.0,0.0
2026-03-05 13:40:00+05:30,871.0,871.5499877929688,870.1500244140625,871.0499877929688,291826,0.0,0.0
2026-03-05 13:45:00+05:30,871.0,872.25,870.9000244140625,871.4500122070312,230114,0.0,0.0
2026-03-05 13:50:00+05:30,871.4500122070312,871.5999755859375,870.3499755859375,870.7999877929688,123726,0.0,0.0
2026-03-05 13:55:00+05:30,871.0,871.4000244140625,870.2000122070312,871.0499877929688,177757,0.0,0.0
2026-03-05 14:00:00+05:30,871.0499877929688,871.9000244140625,870.7000122070312,871.5499877929688,192463,0.0,0.0
2026-03-05 14:05:00+05:30,871.5499877929688,871.9000244140625,871.1500244140625,871.4500122070312,158407,0.0,0.0
2026-03-05 14:10:00+05:30,871.5,872.5499877929688,871.4000244140625,872.4000244140625,164155,0.0,0.0
2026-03-05 14:15:00+05:30,872.25,872.4000244140625,871.25,871.2999877929688,351414,0.0,0.0
2026-03-05 14:20:00+05:30,871.2999877929688,874.3499755859375,871.2999877929688,874.2000122070312,582964,0.0,0.0
2026-03-05 14:25:00+05:30,874.0,875.5,873.25,874.7000122070312,351822,0.0,0.0
2026-03-05 14:30:00+05:30,874.7000122070312,874.7000122070312,871.9000244140625,872.0999755859375,890008,0.0,0.0
2026-03-05 14:35:00+05:30,872.0499877929688,873.4000244140625,871.2000122070312,873.0,661801,0.0,0.0
2026-03-05 14:40:00+05:30,872.8499755859375,876.0,872.2999877929688,874.75,859346,0.0,0.0
2026-03-05 14:45:00+05:30,875.0,876.25,873.7999877929688,875.75,963060,0.0,0.0
2026-03-05 14:50:00+05:30,875.8499755859375,880.8499755859375,875.3499755859375,879.6500244140625,1032783,0.0,0.0
2026-03-05 14:55:00+05:30,879.6500244140625,881.3499755859375,878.2999877929688,881.0499877929688,658211,0.0,0.0
2026-03-05 15:00:00+05:30,881.1500244140625,881.1500244140625,877.4500122070312,878.7999877929688,2507553,0.0,0.0
2026-03-05 15:05:00+05:30,878.3499755859375,880.4000244140625,877.6500244140625,878.5999755859375,1523904,0.0,0.0
2026-03-05 15:10:00+05:30,878.5499877929688,879.4500122070312,876.3499755859375,876.4000244140625,1500325,0.0,0.0
2026-03-05 15:15:00+05:30,876.4500122070312,877.75,874.2000122070312,874.2000122070312,930314,0.0,0.0
2026-03-05 15:20:00+05:30,874.2000122070312,875.25,873.5,874.2000122070312,829380,0.0,0.0
2026-03-05 15:25:00+05:30,874.2000122070312,876.0499877929688,873.9500122070312,875.0999755859375,654556,0.0,0.0
2026-03-06 09:15:00+05:30,870.5,870.8499755859375,865.0499877929688,865.0499877929688,0,0.0,0.0
2026-03-06 09:20:00+05:30,865.0499877929688,866.3499755859375,864.0,865.1500244140625,1154340,0.0,0.0
2026-03-06 09:25:00+05:30,865.1500244140625,865.7000122070312,864.2999877929688,864.7999877929688,611807,0.0,0.0
2026-03-06 09:30:00+05:30,864.9000244140625,867.3499755859375,864.6500244140625,865.5499877929688,678718,0.0,0.0
2026-03-06 09:35:00+05:30,865.5499877929688,867.2999877929688,865.0999755859375,866.0999755859375,527270,0.0,0.0
2026-03-06 09:40:00+05:30,866.0499877929688,867.2000122070312,865.5,867.0499877929688,324660,0.0,0.0
2026-03-06 09:45:00+05:30,867.0499877929688,867.5999755859375,866.5,867.0999755859375,453763,0.0,0.0
2026-03-06 09:50:00+05:30,867.0999755859375,868.1500244140625,866.2000122070312,868.0999755859375,364429,0.0,0.0
2026-03-06 09:55:00+05:30,868.0499877929688,868.5999755859375,867.4500122070312,867.7999877929688,433329,0.0,0.0
2026-03-06 10:00:00+05:30,867.6500244140625,868.3499755859375,866.8499755859375,867.5,261293,0.0,0.0
2026-03-06 10:05:00+05:30,867.5499877929688,867.5499877929688,866.1500244140625,866.6500244140625,165048,0.0,0.0
2026-03-06 10:10:00+05:30,866.75,867.25,866.4000244140625,866.8499755859375,134665,0.0,0.0
2026-03-06 10:15:00+05:30,866.8499755859375,867.3499755859375,866.5999755859375,866.7999877929688,178727,0.0,0.0
2026-03-06 10:20:00+05:30,866.75,866.9000244140625,865.1500244140625,865.5,441107,0.0,0.0
2026-03-06 10:25:00+05:30,865.5,865.75,864.1500244140625,864.7999877929688,270209,0.0,0.0
2026-03-06 10:30:00+05:30,864.7999877929688,864.9500122070312,863.9500122070312,864.0,421137,0.0,0.0
2026-03-06 10:35:00+05:30,864.0,864.7999877929688,863.7999877929688,864.25,691878,0.0,0.0
2026-03-06 10:40:00+05:30,864.25,865.5499877929688,864.0,865.2000122070312,242467,0.0,0.0
2026-03-06 10:45:00+05:30,865.25,865.5,865.0,865.2000122070312,158958,0.0,0.0
2026-03-06 10:50:00+05:30,865.0999755859375,865.5,864.5999755859375,865.0999755859375,158747,0.0,0.0
2026-03-06 10:55:00+05:30,865.0499877929688,865.4000244140625,864.75,865.0999755859375,134266,0.0,0.0
2026-03-06 11:00:00+05:30,865.3499755859375,865.4500122070312,863.9500122070312,865.3499755859375,286161,0.0,0.0
2026-03-06 11:05:00+05:30,865.4000244140625,866.0999755859375,865.2000122070312,865.7999877929688,200092,0.0,0.0
