Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,4.600218980880329,4.624902728057355,4.569924814364612,4.617048740386963,104121369,0.0,0.0
1996-01-02 00:00:00+05:30,4.60582993732758,4.6282698205480095,4.547485461729416,4.581145286560059,168743308,0.0,0.0
1996-01-03 00:00:00+05:30,4.65631894421155,4.868378121911788,4.605829363111176,4.615927219390869,209323879,0.0,0.0
1996-01-04 00:00:00+05:30,4.572168563916198,4.586754455011268,4.5115802324548335,4.5732903480529785,216900264,0.0,0.0
1996-01-05 00:00:00+05:30,4.555338515711448,4.555338515711448,4.502604471296495,4.541874408721924,166708467,0.0,0.0
1996-01-08 00:00:00+05:30,4.532898053314589,4.536263705001163,4.31522880123662,4.360108852386475,186974245,0.0,0.0
1996-01-09 00:00:00+05:30,4.231078489962082,4.308496265004094,4.089705845283305,4.23444414138794,388766555,0.0,0.0
1996-01-10 00:00:00+05:30,4.151417261077325,4.251275241384435,4.106537199211879,4.125610828399658,276606655,0.0,0.0
1996-01-11 00:00:00+05:30,4.084096768771061,4.274837844219634,4.078486648992604,4.254641532897949,409645726,0.0,0.0
1996-01-12 00:00:00+05:30,4.286057147327758,4.318595479841799,4.181710845746132,4.209761142730713,374687924,0.0,0.0
1996-01-15 00:00:00+05:30,4.197420139788755,4.218738240329972,4.14244221174779,4.166004180908203,199981539,0.0,0.0
1996-01-16 00:00:00+05:30,4.151417506791937,4.196297571313749,4.137953397524814,4.173857688903809,217247573,0.0,0.0
1996-01-17 00:00:00+05:30,4.151417442666701,4.157027563033495,3.973018971664247,4.007800579071045,299629901,0.0,0.0
1996-01-18 00:00:00+05:30,3.90569875048944,3.969652444739944,3.855208266276478,3.896722078323364,377502810,0.0,0.0
1996-01-19 00:00:00+05:30,3.8428664042782463,3.8911127224976783,3.802474374835605,3.828280210494995,324535340,0.0,0.0
1996-01-22 00:00:00+05:30,3.840622036589553,3.943846264914512,3.837255485120068,3.893356084823608,338613971,0.0,0.0
1996-01-23 00:00:00+05:30,3.906819392793728,3.923649449377758,3.523094042737439,3.7284209728240967,354919302,0.0,0.0
1996-01-24 00:00:00+05:30,3.6958830430620977,3.7183232226528937,3.545534589058508,3.6005125045776367,351185727,0.0,0.0
1996-01-25 00:00:00+05:30,3.592658572770424,3.60836654887842,3.4277242242326538,3.449042320251465,360855771,0.0,0.0
1996-01-26 00:00:00+05:30,3.4490423202514644,3.4490423202514644,3.4490423202514644,3.449042320251465,0,0.0,0.0
1996-01-29 00:00:00+05:30,3.433333212796316,3.7531049032365655,3.4120157194841347,3.720566272735596,652902286,0.0,0.0
1996-01-30 00:00:00+05:30,3.837254305435998,4.241176221389633,3.781154622084847,4.054923534393311,1061936020,0.0,0.0
1996-01-31 00:00:00+05:30,4.016776359153497,4.168246889403294,3.865305529201817,3.966286182403565,731560842,0.0,0.0
1996-02-01 00:00:00+05:30,3.927016052644359,4.151417261077325,3.91579641180539,4.125610828399658,640422958,0.0,0.0
1996-02-02 00:00:00+05:30,4.235566789064592,4.622658740233375,4.235566789064592,4.5732903480529785,818725675,0.0,0.0
1996-02-05 00:00:00+05:30,4.824618885462254,5.0535077780782105,4.679880576641973,4.953649520874023,1222482548,0.0,0.0
1996-02-06 00:00:00+05:30,5.072581825392878,5.16122044122882,4.434161172851249,4.538507461547852,1242315590,0.0,0.0
1996-02-07 00:00:00+05:30,4.287179039315367,4.667538786275285,4.242298982593305,4.622658729553223,895441820,0.0,0.0
1996-02-08 00:00:00+05:30,4.669782999549912,5.108487242300682,4.622659071373041,5.026580810546875,821653997,0.0,0.0
1996-02-09 00:00:00+05:30,5.206100617018032,5.430501185311649,5.028823970262847,5.318301200866699,994440377,0.0,0.0
1996-02-12 00:00:00+05:30,5.183662473367846,5.273422610819323,4.914380862205577,4.985067367553711,971599188,0.0,0.0
1996-02-13 00:00:00+05:30,4.936820900316443,5.47874945990552,4.894185001124859,5.284642696380615,1019034918,0.0,0.0
1996-02-14 00:00:00+05:30,5.419281592626588,5.496699378755151,5.2476153632154015,5.288006782531738,622459505,0.0,0.0
1996-02-15 00:00:00+05:30,5.161222178781554,5.329522797758541,5.116341813919735,5.203858375549316,699136437,0.0,0.0
1996-02-16 00:00:00+05:30,5.116340504075916,5.166830676842929,5.072582234463761,5.111852169036865,495646793,0.0,0.0
1996-02-19 00:00:00+05:30,5.206102656150313,5.277911249748724,5.133172577755388,5.163466453552246,518231701,0.0,0.0
1996-02-20 00:00:00+05:30,5.161220765125404,5.182538557968416,4.824619019962634,4.890817165374756,639131752,0.0,0.0
1996-02-21 00:00:00+05:30,4.890817165374756,4.890817165374756,4.890817165374756,4.890817165374756,0,0.0,0.0
1996-02-22 00:00:00+05:30,5.004141184700066,5.183661733688405,4.960382906652611,5.148879528045654,613558303,0.0,0.0
1996-02-23 00:00:00+05:30,5.138780916019441,5.150000555977623,5.008628177393526,5.09390115737915,546094871,0.0,0.0
1996-02-26 00:00:00+05:30,5.149999454239371,5.25659020686563,5.072581677355515,5.105119705200195,544960514,0.0,0.0
1996-02-27 00:00:00+05:30,5.134291752691779,5.161220562580168,4.960381667044223,5.046775817871094,542491536,0.0,0.0
1996-02-28 00:00:00+05:30,5.144391381274356,5.2016128642596415,5.0602404844149405,5.071460723876953,427826248,0.0,0.0
1996-02-29 00:00:00+05:30,5.026581827069922,5.044533674895451,4.723640686202342,4.753934860229492,697898447,0.0,0.0
1996-03-01 00:00:00+05:30,4.790960310839306,4.851548351238509,4.679881787221219,4.780861854553223,723172202,0.0,0.0
1996-03-04 00:00:00+05:30,4.802179361644384,4.824619540349353,4.676514960300334,4.7314934730529785,673407539,0.0,0.0
1996-03-05 00:00:00+05:30,4.7314934730529785,4.7314934730529785,4.7314934730529785,4.7314934730529785,0,0.0,0.0
1996-03-06 00:00:00+05:30,4.813400400660831,4.932332918006616,4.770764203887741,4.899794578552246,543855566,0.0,0.0
1996-03-07 00:00:00+05:30,4.968235706296944,5.05462985804174,4.919989103889519,4.943551063537598,854410306,0.0,0.0
1996-03-08 00:00:00+05:30,4.8807196983125465,4.936819693925038,4.819009882959932,4.917746067047119,646827174,0.0,0.0
1996-03-11 00:00:00+05:30,4.847060213295987,4.948040884157932,4.827986582750823,4.933454990386963,631091821,0.0,0.0
1996-03-12 00:00:00+05:30,4.925600312933344,5.340741680880451,4.9031601336895925,5.187026977539063,803011329,0.0,0.0
1996-03-13 00:00:00+05:30,5.049020701254036,5.12195135658439,4.987309985365799,5.098388195037842,577715422,0.0,0.0
1996-03-14 00:00:00+05:30,5.093900545383007,5.147756369161715,5.060239831341216,5.09726619720459,597611484,0.0,0.0
1996-03-15 00:00:00+05:30,5.070340401223694,5.086048380427603,4.891941010454366,4.930089473724365,622444100,0.0,0.0
1996-03-18 00:00:00+05:30,4.879597562048658,4.891939284467036,4.687734727758344,4.705686569213867,667319823,0.0,0.0
1996-03-19 00:00:00+05:30,4.689978148641232,4.775250811013099,4.319716920912911,4.416209220886231,1037292464,0.0,0.0
1996-03-20 00:00:00+05:30,4.416209220886231,4.416209220886231,4.416209220886231,4.416209220886231,0,0.0,0.0
1996-03-21 00:00:00+05:30,4.60021869630653,4.781982785051075,4.60021869630653,4.732614994049072,670459612,0.0,0.0
1996-03-22 00:00:00+05:30,4.643977114557084,4.643977114557084,4.454358121277542,4.54075288772583,674824785,0.0,0.0
1996-03-25 00:00:00+05:30,4.599097147140528,4.624902979588777,4.448748090550861,4.513824462890625,457166882,0.0,0.0
1996-03-26 00:00:00+05:30,4.488018293922801,4.577778707753558,4.342157583985085,4.484652042388916,532380354,0.0,0.0
1996-03-27 00:00:00+05:30,4.645098295235956,4.711296437604654,4.623780203671179,4.643976211547852,377229724,0.0,0.0
1996-03-28 00:00:00+05:30,4.656319857224463,4.728128447703811,4.640611877908087,4.704566478729248,359409115,0.0,0.0
1996-03-29 00:00:00+05:30,4.698955076377719,4.729249244232373,4.627146800600795,4.641732692718506,325958187,0.0,0.0
1996-04-01 00:00:00+05:30,4.661929594852979,4.701200139317973,4.622659649791862,4.685491561889648,247509698,0.0,0.0
1996-04-02 00:00:00+05:30,4.695589193195807,4.757299310086895,4.650709135429732,4.697833061218262,367425238,0.0,0.0
1996-04-03 00:00:00+05:30,4.803301921027002,4.856036570980766,4.72588382130885,4.737103462219238,297032084,0.0,0.0
1996-04-04 00:00:00+05:30,4.689979342863694,4.696711546721363,4.63163517450738,4.681003570556641,241840713,0.0,0.0
